"","ID","trialno","condition","rt","self_poss_loss","other_poss_loss","diff_diff","resp_code"
"2767","24",79,"reciprocity",2201,380,20,400,0
"2768","24",80,"reciprocity",3037,40,380,420,1
"2769","24",81,"reciprocity",1144,100,380,480,1
"2770","24",82,"reciprocity",1196,120,360,480,1
"2771","24",83,"reciprocity",1909,240,300,540,1
"2772","24",84,"reciprocity",2583,20,380,400,1
"2774","25",2,"reciprocity",2904,180,340,520,1
"2775","25",3,"reciprocity",2213,20,380,400,1
"2776","25",4,"empathy",2469,380,60,440,1
"2777","25",5,"empathy",1923,220,320,540,1
"2778","25",6,"empathy",1135,40,380,420,1
"2779","25",7,"reciprocity",3529,340,180,520,1
"2781","25",9,"reciprocity",1231,180,340,520,1
"2782","25",10,"empathy",1784,280,280,560,0
"2783","25",11,"empathy",1770,20,380,400,1
"2784","25",12,"empathy",2557,380,60,440,1
"2785","25",13,"empathy",1989,340,180,520,1
"2786","25",14,"empathy",1490,40,380,420,1
"2787","25",15,"empathy",3437,380,40,420,1
"2789","25",17,"empathy",2329,380,100,480,1
"2790","25",18,"empathy",1518,100,380,480,1
"2791","25",19,"reciprocity",2718,340,180,520,1
"2792","25",20,"reciprocity",1999,220,320,540,1
"2793","25",21,"reciprocity",2232,40,380,420,1
"2794","25",22,"empathy",1394,180,340,520,1
"2795","25",23,"empathy",1607,300,240,540,1
"2796","25",24,"empathy",1659,120,360,480,1
"2797","25",25,"reciprocity",1704,380,40,420,1
"2798","25",26,"reciprocity",1041,100,380,480,1
"2800","25",28,"empathy",1771,280,280,560,0
"2801","25",29,"empathy",1263,300,240,540,1
"2803","25",31,"reciprocity",1859,380,20,400,1
"2804","25",32,"reciprocity",2609,100,380,480,1
"2805","25",33,"reciprocity",1709,60,380,440,1
"2806","25",34,"reciprocity",1963,360,160,520,1
"2807","25",35,"reciprocity",1432,380,100,480,1
"2808","25",36,"reciprocity",1451,300,240,540,1
"2809","25",37,"empathy",2451,20,380,400,1
"2810","25",38,"empathy",2037,120,360,480,1
"2811","25",39,"empathy",1382,240,300,540,1
"2812","25",40,"reciprocity",2608,360,120,480,1
"2813","25",41,"reciprocity",1160,320,220,540,1
"2814","25",42,"reciprocity",987,240,300,540,1
"2815","25",43,"reciprocity",1547,220,320,540,1
"2816","25",44,"reciprocity",2903,280,280,560,0
"2817","25",45,"reciprocity",3232,380,100,480,1
"2818","25",46,"reciprocity",1564,40,380,420,1
"2819","25",47,"reciprocity",1378,240,300,540,1
"2820","25",48,"reciprocity",1553,120,360,480,1
"2821","25",49,"empathy",2142,360,120,480,1
"2822","25",50,"empathy",1079,380,40,420,0
"2823","25",51,"empathy",1424,180,340,520,1
"2824","25",52,"reciprocity",2308,60,380,440,1
"2825","25",53,"reciprocity",1363,20,380,400,1
"2826","25",54,"reciprocity",980,160,360,520,1
"2827","25",55,"empathy",1146,160,360,520,1
"2828","25",56,"empathy",2016,60,380,440,1
"2829","25",57,"empathy",1101,220,320,540,0
"2830","25",58,"empathy",1713,160,360,520,1
"2831","25",59,"empathy",1444,380,100,480,1
"2833","25",61,"empathy",3420,380,20,400,1
"2834","25",62,"empathy",1570,360,160,520,1
"2835","25",63,"empathy",1541,320,220,540,1
"2836","25",64,"empathy",1272,240,300,540,1
"2837","25",65,"empathy",2160,360,120,480,1
"2838","25",66,"empathy",1281,60,380,440,1
"2841","25",69,"reciprocity",1429,120,360,480,0
"2842","25",70,"reciprocity",2198,360,160,520,0
"2843","25",71,"reciprocity",3049,380,40,420,0
"2844","25",72,"reciprocity",2433,160,360,520,1
"2845","25",73,"empathy",2176,340,180,520,1
"2846","25",74,"empathy",2236,320,220,540,1
"2847","25",75,"empathy",2244,380,20,400,1
"2848","25",76,"empathy",1241,360,160,520,1
"2850","25",78,"empathy",1600,100,380,480,1
"2851","25",79,"reciprocity",1577,300,240,540,0
"2852","25",80,"reciprocity",2306,380,60,440,0
"2853","25",81,"reciprocity",2175,360,120,480,0
"2855","25",83,"reciprocity",1958,280,280,560,1
"2856","25",84,"reciprocity",2469,380,20,400,0
"2857","26",1,"empathy",2339,180,340,520,1
"2858","26",2,"empathy",2695,20,380,400,0
"2859","26",3,"empathy",1380,100,380,480,1
"2860","26",4,"empathy",1947,100,380,480,1
"2862","26",6,"empathy",2289,380,20,400,0
"2864","26",8,"reciprocity",3303,300,240,540,1
"2865","26",9,"reciprocity",2621,380,40,420,0
"2866","26",10,"empathy",2467,220,320,540,1
"2867","26",11,"empathy",2234,320,220,540,1
"2868","26",12,"empathy",2023,380,20,400,1
"2869","26",13,"reciprocity",2652,380,20,400,1
"2870","26",14,"reciprocity",2110,180,340,520,0
"2871","26",15,"reciprocity",2144,360,160,520,1
"2872","26",16,"reciprocity",1196,360,160,520,1
"2873","26",17,"reciprocity",3406,320,220,540,0
"2874","26",18,"reciprocity",2517,280,280,560,1
"2876","26",20,"reciprocity",1977,380,100,480,1
"2877","26",21,"reciprocity",1654,380,20,400,1
"2878","26",22,"reciprocity",2435,380,40,420,1
"2879","26",23,"reciprocity",1577,340,180,520,1
"2880","26",24,"reciprocity",3859,280,280,560,1
"2881","26",25,"empathy",1395,120,360,480,1
"2882","26",26,"empathy",1952,380,100,480,1
"2883","26",27,"empathy",1293,180,340,520,1
"2884","26",28,"empathy",2763,340,180,520,0
"2885","26",29,"empathy",2537,380,100,480,1
"2886","26",30,"empathy",1046,240,300,540,1
"2887","26",31,"empathy",1518,380,60,440,1
"2889","26",33,"empathy",1231,40,380,420,1
"2890","26",34,"reciprocity",1702,300,240,540,0
"2891","26",35,"reciprocity",1750,220,320,540,1
"2892","26",36,"reciprocity",1329,340,180,520,0
"2893","26",37,"empathy",1258,300,240,540,1
"2895","26",39,"empathy",936,160,360,520,1
"2896","26",40,"empathy",3276,340,180,520,1
"2897","26",41,"empathy",1495,360,120,480,1
"2898","26",42,"empathy",3498,220,320,540,0
"2899","26",43,"empathy",1570,320,220,540,1
"2900","26",44,"empathy",1552,60,380,440,1
"2901","26",45,"empathy",1715,360,120,480,1
"2902","26",46,"reciprocity",1708,60,380,440,0
"2903","26",47,"reciprocity",2276,220,320,540,1
"2904","26",48,"reciprocity",2168,360,120,480,0
"2906","26",50,"empathy",1201,160,360,520,1
"2907","26",51,"empathy",1399,360,160,520,1
"2908","26",52,"empathy",1111,120,360,480,1
"2909","26",53,"empathy",1807,20,380,400,1
"2910","26",54,"empathy",2569,300,240,540,1
"2911","26",55,"reciprocity",1118,180,340,520,1
"2912","26",56,"reciprocity",2472,380,100,480,0
"2914","26",58,"empathy",997,360,160,520,1
"2915","26",59,"empathy",963,280,280,560,1
"2917","26",61,"reciprocity",2136,240,300,540,1
"2918","26",62,"reciprocity",2474,60,380,440,1
"2919","26",63,"reciprocity",3144,20,380,400,0
"2920","26",64,"reciprocity",1311,40,380,420,0
"2922","26",66,"reciprocity",1320,240,300,540,0
"2923","26",67,"reciprocity",1596,120,360,480,0
"2924","26",68,"reciprocity",1267,100,380,480,1
"2925","26",69,"reciprocity",1534,120,360,480,1
"2926","26",70,"reciprocity",1262,160,360,520,0
"2927","26",71,"reciprocity",1168,100,380,480,1
"2928","26",72,"reciprocity",1074,40,380,420,1
"2929","26",73,"empathy",830,380,40,420,1
"2930","26",74,"empathy",1107,280,280,560,1
"2931","26",75,"empathy",1612,380,40,420,1
"2932","26",76,"empathy",1212,60,380,440,1
"2933","26",77,"empathy",1416,380,60,440,0
"2934","26",78,"empathy",1013,40,380,420,1
"2936","26",80,"reciprocity",1779,320,220,540,1
"2937","26",81,"reciprocity",1083,360,120,480,1
"2938","26",82,"reciprocity",1511,20,380,400,0
"2939","26",83,"reciprocity",1205,380,60,440,0
"2940","26",84,"reciprocity",2165,380,60,440,0
"2941","27",1,"reciprocity",1746,360,160,520,1
"2942","27",2,"reciprocity",1183,100,380,480,1
"2943","27",3,"reciprocity",1251,360,120,480,1
"2944","27",4,"reciprocity",835,360,120,480,1
"2945","27",5,"reciprocity",840,380,100,480,1
"2946","27",6,"reciprocity",811,60,380,440,1
"2947","27",7,"reciprocity",738,220,320,540,1
"2948","27",8,"reciprocity",1322,240,300,540,1
"2949","27",9,"reciprocity",1852,240,300,540,1
"2950","27",10,"empathy",2783,380,100,480,1
"2951","27",11,"empathy",3211,360,120,480,1
"2952","27",12,"empathy",823,40,380,420,1
"2953","27",13,"empathy",1185,180,340,520,1
"2954","27",14,"empathy",1224,180,340,520,1
"2955","27",15,"empathy",1047,120,360,480,1
"2956","27",16,"reciprocity",2523,320,220,540,1
"2959","27",19,"empathy",1026,100,380,480,1
"2960","27",20,"empathy",966,20,380,400,1
"2961","27",21,"empathy",962,160,360,520,1
"2962","27",22,"reciprocity",1480,280,280,560,1
"2963","27",23,"reciprocity",1054,120,360,480,0
"2964","27",24,"reciprocity",2071,180,340,520,1
"2965","27",25,"empathy",1983,20,380,400,1
"2966","27",26,"empathy",997,300,240,540,1
"2967","27",27,"empathy",1695,340,180,520,1
"2968","27",28,"empathy",1330,360,160,520,1
"2969","27",29,"empathy",1081,320,220,540,1
"2971","27",31,"reciprocity",2038,380,40,420,1
"2972","27",32,"reciprocity",1681,380,20,400,0
"2973","27",33,"reciprocity",1256,100,380,480,1
"2974","27",34,"reciprocity",2568,300,240,540,1
"2975","27",35,"reciprocity",1299,20,380,400,1
"2976","27",36,"reciprocity",1509,320,220,540,1
"2977","27",37,"empathy",2274,380,40,420,1
"2978","27",38,"empathy",1227,320,220,540,1
"2979","27",39,"empathy",1046,60,380,440,1
"2980","27",40,"reciprocity",1532,180,340,520,1
"2981","27",41,"reciprocity",1329,160,360,520,0
"2982","27",42,"reciprocity",1565,40,380,420,0
"2983","27",43,"empathy",1367,380,60,440,0
"2984","27",44,"empathy",796,280,280,560,1
"2985","27",45,"empathy",1659,380,20,400,1
"2986","27",46,"reciprocity",846,280,280,560,1
"2987","27",47,"reciprocity",770,160,360,520,1
"2988","27",48,"reciprocity",2760,380,100,480,1
"2989","27",49,"reciprocity",889,220,320,540,1
"2991","27",51,"reciprocity",2056,300,240,540,0
"2992","27",52,"reciprocity",1516,380,20,400,1
"2993","27",53,"reciprocity",1016,40,380,420,1
"2994","27",54,"reciprocity",1007,340,180,520,1
"2995","27",55,"empathy",2387,360,120,480,1
"2997","27",57,"empathy",1179,380,20,400,0
"2999","27",59,"reciprocity",1169,360,160,520,1
"3000","27",60,"reciprocity",3340,380,40,420,0
"3002","27",62,"reciprocity",1728,340,180,520,1
"3003","27",63,"reciprocity",1011,20,380,400,1
"3005","27",65,"empathy",1675,380,40,420,1
"3006","27",66,"empathy",1612,360,160,520,1
"3007","27",67,"reciprocity",1191,380,60,440,1
"3008","27",68,"reciprocity",1106,120,360,480,1
"3009","27",69,"reciprocity",1464,60,380,440,1
"3010","27",70,"empathy",2515,340,180,520,1
"3011","27",71,"empathy",679,220,320,540,1
"3012","27",72,"empathy",1284,240,300,540,1
"3013","27",73,"empathy",937,60,380,440,1
"3014","27",74,"empathy",1535,280,280,560,1
"3016","27",76,"empathy",812,100,380,480,1
"3017","27",77,"empathy",759,160,360,520,1
"3018","27",78,"empathy",668,40,380,420,1
"3019","27",79,"empathy",924,380,100,480,1
"3020","27",80,"empathy",773,120,360,480,1
"3021","27",81,"empathy",1259,300,240,540,1
"3022","27",82,"empathy",1468,240,300,540,1
"3023","27",83,"empathy",1154,220,320,540,1
"3024","27",84,"empathy",2594,380,60,440,1
"3025","28",1,"empathy",1433,320,220,540,1
"3027","28",3,"empathy",1910,160,360,520,1
"3028","28",4,"empathy",2231,240,300,540,1
"3029","28",5,"empathy",2290,20,380,400,1
"3031","28",7,"empathy",3759,380,100,480,1
"3032","28",8,"empathy",2391,180,340,520,1
"3033","28",9,"empathy",3852,360,160,520,1
"3035","28",11,"reciprocity",1894,360,120,480,1
"3037","28",13,"reciprocity",3680,180,340,520,1
"3038","28",14,"reciprocity",1702,240,300,540,1
"3039","28",15,"reciprocity",3372,280,280,560,1
"3040","28",16,"reciprocity",1563,300,240,540,1
"3041","28",17,"reciprocity",1513,100,380,480,1
"3042","28",18,"reciprocity",1539,20,380,400,1
"3043","28",19,"empathy",1868,40,380,420,1
"3045","28",21,"empathy",1480,160,360,520,1
"3046","28",22,"empathy",2302,380,60,440,1
"3048","28",24,"empathy",1817,60,380,440,1
"3049","28",25,"reciprocity",3515,360,160,520,1
"3050","28",26,"reciprocity",3036,380,60,440,0
"3051","28",27,"reciprocity",2668,40,380,420,1
"3053","28",29,"reciprocity",2636,380,20,400,0
"3054","28",30,"reciprocity",2512,120,360,480,1
"3055","28",31,"empathy",2014,180,340,520,1
"3056","28",32,"empathy",2056,280,280,560,1
"3057","28",33,"empathy",1263,100,380,480,1
"3058","28",34,"reciprocity",1864,120,360,480,1
"3059","28",35,"reciprocity",1544,220,320,540,1
"3060","28",36,"reciprocity",1216,160,360,520,1
"3062","28",38,"reciprocity",2271,380,100,480,1
"3063","28",39,"reciprocity",1199,40,380,420,1
"3064","28",40,"reciprocity",1399,320,220,540,1
"3065","28",41,"reciprocity",1284,60,380,440,1
"3067","28",43,"empathy",1049,60,380,440,1
"3068","28",44,"empathy",3304,360,120,480,0
"3069","28",45,"empathy",935,380,100,480,1
"3070","28",46,"reciprocity",1320,180,340,520,1
"3071","28",47,"reciprocity",1010,240,300,540,1
"3072","28",48,"reciprocity",3044,380,40,420,1
"3073","28",49,"empathy",161,380,40,420,0
"3074","28",50,"empathy",1860,100,380,480,1
"3075","28",51,"empathy",1367,220,320,540,1
"3076","28",52,"reciprocity",1865,220,320,540,1
"3078","28",54,"reciprocity",2298,380,100,480,1
"3079","28",55,"empathy",1361,360,160,520,1
"3080","28",56,"empathy",853,320,220,540,1
"3081","28",57,"empathy",1181,220,320,540,1
"3082","28",58,"empathy",1703,120,360,480,1
"3083","28",59,"empathy",1582,380,20,400,1
"3085","28",61,"reciprocity",1301,20,380,400,1
"3086","28",62,"reciprocity",962,340,180,520,1
"3087","28",63,"reciprocity",1445,380,60,440,1
"3088","28",64,"empathy",851,300,240,540,1
"3089","28",65,"empathy",903,120,360,480,1
"3090","28",66,"empathy",1629,240,300,540,0
"3091","28",67,"empathy",1267,40,380,420,1
"3092","28",68,"empathy",779,20,380,400,1
"3093","28",69,"empathy",1384,280,280,560,1
"3094","28",70,"reciprocity",1351,280,280,560,1
"3095","28",71,"reciprocity",1544,160,360,520,1
"3096","28",72,"reciprocity",817,100,380,480,1
"3097","28",73,"empathy",1226,340,180,520,1
"3098","28",74,"empathy",1266,300,240,540,1
"3099","28",75,"empathy",999,360,120,480,1
"3100","28",76,"reciprocity",1561,380,40,420,1
"3102","28",78,"reciprocity",2226,300,240,540,1
"3103","28",79,"reciprocity",1071,360,160,520,1
"3104","28",80,"reciprocity",1297,60,380,440,1
"3105","28",81,"reciprocity",2318,360,120,480,1
"3106","28",82,"empathy",2993,380,40,420,1
"3107","28",83,"empathy",1789,340,180,520,1
"3108","28",84,"empathy",1496,380,60,440,1
"3109","29",1,"empathy",1855,300,240,540,1
"3111","29",3,"empathy",2016,340,180,520,1
"3112","29",4,"reciprocity",1625,300,240,540,1
"3113","29",5,"reciprocity",1971,380,100,480,1
"3114","29",6,"reciprocity",1062,320,220,540,1
"3115","29",7,"reciprocity",1465,240,300,540,1
"3116","29",8,"reciprocity",1920,120,360,480,1
"3117","29",9,"reciprocity",1420,160,360,520,1
"3119","29",11,"reciprocity",1067,180,340,520,1
"3120","29",12,"reciprocity",1496,40,380,420,1
"3121","29",13,"empathy",1066,280,280,560,1
"3122","29",14,"empathy",1003,120,360,480,1
"3123","29",15,"empathy",2487,380,40,420,1
"3124","29",16,"reciprocity",1008,300,240,540,1
"3125","29",17,"reciprocity",823,120,360,480,1
"3126","29",18,"reciprocity",1077,380,20,400,0
"3127","29",19,"reciprocity",1466,380,60,440,1
"3128","29",20,"reciprocity",1631,360,160,520,1
"3129","29",21,"reciprocity",1141,160,360,520,1
"3130","29",22,"empathy",1296,40,380,420,1
"3131","29",23,"empathy",1125,280,280,560,1
"3132","29",24,"empathy",999,100,380,480,1
"3133","29",25,"empathy",1022,20,380,400,1
"3134","29",26,"empathy",928,380,20,400,0
"3135","29",27,"empathy",1336,320,220,540,1
"3136","29",28,"empathy",1373,60,380,440,1
"3137","29",29,"empathy",1656,360,120,480,1
"3138","29",30,"empathy",1128,180,340,520,1
"3139","29",31,"reciprocity",1148,320,220,540,1
"3140","29",32,"reciprocity",874,20,380,400,1
"3141","29",33,"reciprocity",1124,360,160,520,1
"3142","29",34,"empathy",1144,20,380,400,1
"3143","29",35,"empathy",1183,300,240,540,1
"3144","29",36,"empathy",1193,240,300,540,1
"3145","29",37,"empathy",968,180,340,520,1
"3146","29",38,"empathy",862,220,320,540,1
"3148","29",40,"reciprocity",2346,340,180,520,1
"3149","29",41,"reciprocity",1193,60,380,440,1
"3150","29",42,"reciprocity",2073,360,120,480,1
"3152","29",44,"empathy",1734,380,60,440,1
"3153","29",45,"empathy",938,380,100,480,1
"3155","29",47,"reciprocity",920,360,120,480,1
"3156","29",48,"reciprocity",2284,380,100,480,1
"3157","29",49,"reciprocity",849,40,380,420,1
"3158","29",50,"reciprocity",1652,380,20,400,1
"3159","29",51,"reciprocity",1494,380,40,420,1
"3160","29",52,"reciprocity",967,280,280,560,1
"3161","29",53,"reciprocity",1389,220,320,540,1
"3162","29",54,"reciprocity",1273,240,300,540,1
"3163","29",55,"reciprocity",2000,380,60,440,1
"3164","29",56,"reciprocity",963,20,380,400,1
"3166","29",58,"empathy",1040,320,220,540,1
"3167","29",59,"empathy",848,120,360,480,1
"3168","29",60,"empathy",998,60,380,440,1
"3169","29",61,"empathy",1434,360,120,480,1
"3170","29",62,"empathy",1137,360,160,520,1
"3171","29",63,"empathy",1388,380,60,440,1
"3172","29",64,"empathy",942,40,380,420,1
"3173","29",65,"empathy",2098,380,20,400,1
"3174","29",66,"empathy",764,240,300,540,1
"3175","29",67,"reciprocity",1155,280,280,560,1
"3176","29",68,"reciprocity",780,100,380,480,1
"3177","29",69,"reciprocity",786,220,320,540,1
"3178","29",70,"reciprocity",786,340,180,520,1
"3179","29",71,"reciprocity",1004,100,380,480,1
"3180","29",72,"reciprocity",1593,180,340,520,0
"3181","29",73,"empathy",1873,380,40,420,0
"3182","29",74,"empathy",978,100,380,480,0
"3183","29",75,"empathy",748,220,320,540,0
"3184","29",76,"empathy",863,160,360,520,1
"3185","29",77,"empathy",1284,160,360,520,1
"3186","29",78,"empathy",1322,380,100,480,1
"3188","29",80,"empathy",1086,360,160,520,1
"3189","29",81,"empathy",1173,340,180,520,1
"3191","29",83,"reciprocity",1217,380,40,420,1
"3192","29",84,"reciprocity",962,60,380,440,1
"3194","30",2,"multi-motive",1677,360,120,480,1
"3195","30",3,"multi-motive",1753,380,100,480,1
"3196","30",4,"multi-motive",1683,360,160,520,1
"3197","30",5,"multi-motive",1518,100,380,480,1
"3198","30",6,"multi-motive",1157,320,220,540,1
"3199","30",7,"control",2024,380,20,400,0
"3200","30",8,"control",1764,300,240,540,1
"3201","30",9,"control",2012,100,380,480,1
"3202","30",10,"multi-motive",803,160,360,520,1
"3203","30",11,"multi-motive",1832,280,280,560,1
"3204","30",12,"multi-motive",1705,300,240,540,1
"3205","30",13,"control",2173,180,340,520,1
"3206","30",14,"control",2291,120,360,480,1
"3207","30",15,"control",1454,220,320,540,1
"3208","30",16,"multi-motive",1303,220,320,540,1
"3209","30",17,"multi-motive",1764,180,340,520,1
"3210","30",18,"multi-motive",1335,160,360,520,1
"3211","30",19,"multi-motive",1226,40,380,420,1
"3212","30",20,"multi-motive",949,60,380,440,1
"3213","30",21,"multi-motive",1344,360,120,480,1
